,계열회사명,계열회사명,동일인과의 관계,동일인과의 관계,동일인과의 관계,성명,보통주,보통주,우선주,우선주,합계,합계
,계열회사명,계열회사명.1,동일인과의 관계,동일인과의 관계.1,동일인과의 관계.2,성명,주식수,지분율,주식수,지분율,주식수,지분율
246,비금융회사,(주)이랜드서비스,기타주주,기타,기타,-,-,-,-,-,-,-
247,비금융회사,(주)이랜드서비스,총계,총계,총계,-,1140000,100.00%,-,-,1140000,100.00%
248,비금융회사,(주)올리브스튜디오,동일인측,동일인,동일인,-,-,-,-,-,-,-
249,비금융회사,(주)올리브스튜디오,동일인측,친족,배우자/혈족1촌,-,-,-,-,-,-,-
250,비금융회사,(주)올리브스튜디오,동일인측,친족,혈족2~4촌,-,-,-,-,-,-,-
251,비금융회사,(주)올리브스튜디오,동일인측,친족,혈족5~6촌,-,-,-,-,-,-,-
252,비금융회사,(주)올리브스튜디오,동일인측,친족,인척 4촌 이내,-,-,-,-,-,-,-
253,비금융회사,(주)올리브스튜디오,동일인측,친족합계,친족합계,-,-,-,-,-,-,-
254,비금융회사,(주)올리브스튜디오,동일인측,비영리법인,비영리법인,-,-,-,-,-,-,-
255,비금융회사,(주)올리브스튜디오,동일인측,등기된 임원,등기된 임원,-,-,-,-,-,-,-
256,비금융회사,(주)올리브스튜디오,동일인측,자기주식,자기주식,㈜올리브스튜디오,30001,1.83%,-,-,30001,1.83%
257,비금융회사,(주)올리브스튜디오,동일인측,계열회사 (국내+해외),계열회사 (국내+해외),(주)이랜드월드,1608065,98.17%,-,-,1608065,98.17%
258,비금융회사,(주)올리브스튜디오,동일인측,기타 동일인관련자,기타 동일인관련자,-,-,-,-,-,-,-
259,비금융회사,(주)올리브스튜디오,동일인측,동일인측 합계,동일인측 합계,-,1638066,100.00%,-,-,1638066,100.00%
260,비금융회사,(주)올리브스튜디오,기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,-,-,-,-,-,-,-
261,비금융회사,(주)올리브스튜디오,기타주주,기타,기타,-,-,-,-,-,-,-
262,비금융회사,(주)올리브스튜디오,총계,총계,총계,-,1638066,100.00%,-,-,1638066,100.00%
263,비금융회사,(주)이앤씨월드,동일인측,동일인,동일인,-,-,-,-,-,-,-
264,비금융회사,(주)이앤씨월드,동일인측,친족,배우자/혈족1촌,-,-,-,-,-,-,-
265,비금융회사,(주)이앤씨월드,동일인측,친족,혈족2~4촌,-,-,-,-,-,-,-
266,비금융회사,(주)이앤씨월드,동일인측,친족,혈족5~6촌,-,-,-,-,-,-,-
267,비금융회사,(주)이앤씨월드,동일인측,친족,인척 4촌 이내,-,-,-,-,-,-,-
268,비금융회사,(주)이앤씨월드,동일인측,친족합계,친족합계,-,-,-,-,-,-,-
269,비금융회사,(주)이앤씨월드,동일인측,비영리법인,비영리법인,-,-,-,-,-,-,-
270,비금융회사,(주)이앤씨월드,동일인측,등기된 임원,등기된 임원,-,-,-,-,-,-,-
271,비금융회사,(주)이앤씨월드,동일인측,자기주식,자기주식,-,-,-,-,-,-,-
272,비금융회사,(주)이앤씨월드,동일인측,계열회사 (국내+해외),계열회사 (국내+해외),(주)이랜드월드,1724200,100.00%,-,-,1724200,100.00%
273,비금융회사,(주)이앤씨월드,동일인측,기타 동일인관련자,기타 동일인관련자,-,-,-,-,-,-,-
274,비금융회사,(주)이앤씨월드,동일인측,동일인측 합계,동일인측 합계,-,1724200,100.00%,-,-,1724200,100.00%
275,비금융회사,(주)이앤씨월드,기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,-,-,-,-,-,-,-
276,비금융회사,(주)이앤씨월드,기타주주,기타,기타,-,-,-,-,-,-,-
277,비금융회사,(주)이앤씨월드,총계,총계,총계,-,1724200,100.00%,-,-,1724200,100.00%
278,비금융회사,(주)이랜드중국패션디자인,동일인측,동일인,동일인,-,-,-,-,-,-,-
279,비금융회사,(주)이랜드중국패션디자인,동일인측,친족,배우자/혈족1촌,-,-,-,-,-,-,-
280,비금융회사,(주)이랜드중국패션디자인,동일인측,친족,혈족2~4촌,-,-,-,-,-,-,-
281,비금융회사,(주)이랜드중국패션디자인,동일인측,친족,혈족5~6촌,-,-,-,-,-,-,-
282,비금융회사,(주)이랜드중국패션디자인,동일인측,친족,인척 4촌 이내,-,-,-,-,-,-,-
283,비금융회사,(주)이랜드중국패션디자인,동일인측,친족합계,친족합계,-,-,-,-,-,-,-
284,비금융회사,(주)이랜드중국패션디자인,동일인측,비영리법인,비영리법인,-,-,-,-,-,-,-
285,비금융회사,(주)이랜드중국패션디자인,동일인측,등기된 임원,등기된 임원,-,-,-,-,-,-,-
286,비금융회사,(주)이랜드중국패션디자인,동일인측,자기주식,자기주식,-,-,-,-,-,-,-
287,비금융회사,(주)이랜드중국패션디자인,동일인측,계열회사 (국내+해외),계열회사 (국내+해외),E.Land International Ltd (HK),1817954,100.00%,-,-,1817954,100.00%
288,비금융회사,(주)이랜드중국패션디자인,동일인측,기타 동일인관련자,기타 동일인관련자,-,-,-,-,-,-,-
289,비금융회사,(주)이랜드중국패션디자인,동일인측,동일인측 합계,동일인측 합계,-,1817954,100.00%,-,-,1817954,100.00%
290,비금융회사,(주)이랜드중국패션디자인,기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,-,-,-,-,-,-,-
291,비금융회사,(주)이랜드중국패션디자인,기타주주,기타,기타,-,-,-,-,-,-,-
292,비금융회사,(주)이랜드중국패션디자인,총계,총계,총계,-,1817954,100.00%,-,-,1817954,100.00%
293,비금융회사,㈜이랜드위시디자인,동일인측,동일인,동일인,-,-,-,-,-,-,-
294,비금융회사,㈜이랜드위시디자인,동일인측,친족,배우자/혈족1촌,-,-,-,-,-,-,-
295,비금융회사,㈜이랜드위시디자인,동일인측,친족,혈족2~4촌,-,-,-,-,-,-,-
296,비금융회사,㈜이랜드위시디자인,동일인측,친족,혈족5~6촌,-,-,-,-,-,-,-
297,비금융회사,㈜이랜드위시디자인,동일인측,친족,인척 4촌 이내,-,-,-,-,-,-,-
298,비금융회사,㈜이랜드위시디자인,동일인측,친족합계,친족합계,-,-,-,-,-,-,-
299,비금융회사,㈜이랜드위시디자인,동일인측,비영리법인,비영리법인,-,-,-,-,-,-,-
300,비금융회사,㈜이랜드위시디자인,동일인측,등기된 임원,등기된 임원,-,-,-,-,-,-,-
301,비금융회사,㈜이랜드위시디자인,동일인측,자기주식,자기주식,-,-,-,-,-,-,-
302,비금융회사,㈜이랜드위시디자인,동일인측,계열회사 (국내+해외),계열회사 (국내+해외),Wish Hong Kong Limited,1576328,100.00%,-,-,1576328,100.00%
303,비금융회사,㈜이랜드위시디자인,동일인측,기타 동일인관련자,기타 동일인관련자,-,-,-,-,-,-,-
304,비금융회사,㈜이랜드위시디자인,동일인측,동일인측 합계,동일인측 합계,-,1576328,100.00%,-,-,1576328,100.00%
305,비금융회사,㈜이랜드위시디자인,기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,-,-,-,-,-,-,-
306,비금융회사,㈜이랜드위시디자인,기타주주,기타,기타,-,-,-,-,-,-,-
307,비금융회사,㈜이랜드위시디자인,총계,총계,총계,-,1576328,100.00%,-,-,1576328,100.00%
308,비금융회사,(주)예지실업,동일인측,동일인,동일인,-,-,-,-,-,-,-
309,비금융회사,(주)예지실업,동일인측,친족,배우자/혈족1촌,-,-,-,-,-,-,-
310,비금융회사,(주)예지실업,동일인측,친족,혈족2~4촌,-,-,-,-,-,-,-
311,비금융회사,(주)예지실업,동일인측,친족,혈족5~6촌,-,-,-,-,-,-,-
312,비금융회사,(주)예지실업,동일인측,친족,인척 4촌 이내,-,-,-,-,-,-,-
313,비금융회사,(주)예지실업,동일인측,친족합계,친족합계,-,-,-,-,-,-,-
314,비금융회사,(주)예지실업,동일인측,비영리법인,비영리법인,-,-,-,-,-,-,-
315,비금융회사,(주)예지실업,동일인측,등기된 임원,등기된 임원,석호일,193729,20.22%,-,-,193729,20.22%
316,비금융회사,(주)예지실업,동일인측,자기주식,자기주식,-,-,-,-,-,-,-
317,비금융회사,(주)예지실업,동일인측,계열회사 (국내+해외),계열회사 (국내+해외),(주)이랜드파크,479050,50.00%,-,-,479050,50.00%
318,비금융회사,(주)예지실업,동일인측,기타 동일인관련자,기타 동일인관련자,-,-,-,-,-,-,-
319,비금융회사,(주)예지실업,동일인측,동일인측 합계,동일인측 합계,-,672779,70.22%,-,-,672779,70.22%
320,비금융회사,(주)예지실업,기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,석두성,273621,28.56%,-,-,273621,28.56%
321,비금융회사,(주)예지실업,기타주주,기타,기타,학교법인 단국대학,11700,1.22%,-,-,11700,1.22%
322,비금융회사,(주)예지실업,총계,총계,총계,-,958100,100.00%,-,-,958100,100.00%
323,비금융회사,(주)이랜드스포츠,동일인측,동일인,동일인,-,-,-,-,-,-,-
324,비금융회사,(주)이랜드스포츠,동일인측,친족,배우자/혈족1촌,-,-,-,-,-,-,-
325,비금융회사,(주)이랜드스포츠,동일인측,친족,혈족2~4촌,-,-,-,-,-,-,-
326,비금융회사,(주)이랜드스포츠,동일인측,친족,혈족5~6촌,-,-,-,-,-,-,-
327,비금융회사,(주)이랜드스포츠,동일인측,친족,인척 4촌 이내,-,-,-,-,-,-,-
328,비금융회사,(주)이랜드스포츠,동일인측,친족합계,친족합계,-,-,-,-,-,-,-
329,비금융회사,(주)이랜드스포츠,동일인측,비영리법인,비영리법인,-,-,-,-,-,-,-
330,비금융회사,(주)이랜드스포츠,동일인측,등기된 임원,등기된 임원,-,-,-,-,-,-,-
331,비금융회사,(주)이랜드스포츠,동일인측,자기주식,자기주식,-,-,-,-,-,-,-
332,비금융회사,(주)이랜드스포츠,동일인측,계열회사 (국내+해외),계열회사 (국내+해외),(주)이랜드월드,256000000,100.00%,-,-,256000000,100.00%
333,비금융회사,(주)이랜드스포츠,동일인측,기타 동일인관련자,기타 동일인관련자,-,-,-,-,-,-,-
334,비금융회사,(주)이랜드스포츠,동일인측,동일인측 합계,동일인측 합계,-,256000000,100.00%,-,-,256000000,100.00%
335,비금융회사,(주)이랜드스포츠,기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,-,-,-,-,-,-,-
336,비금융회사,(주)이랜드스포츠,기타주주,기타,기타,-,-,-,-,-,-,-
337,비금융회사,(주)이랜드스포츠,총계,총계,총계,-,256000000,100.00%,-,-,256000000,100.00%
338,비금융회사,(주)이에셋레저개발,동일인측,동일인,동일인,-,-,-,-,-,-,-
339,비금융회사,(주)이에셋레저개발,동일인측,친족,배우자/혈족1촌,-,-,-,-,-,-,-
340,비금융회사,(주)이에셋레저개발,동일인측,친족,혈족2~4촌,-,-,-,-,-,-,-
341,비금융회사,(주)이에셋레저개발,동일인측,친족,혈족5~6촌,-,-,-,-,-,-,-
342,비금융회사,(주)이에셋레저개발,동일인측,친족,인척 4촌 이내,-,-,-,-,-,-,-
343,비금융회사,(주)이에셋레저개발,동일인측,친족합계,친족합계,-,-,-,-,-,-,-
344,비금융회사,(주)이에셋레저개발,동일인측,비영리법인,비영리법인,-,-,-,-,-,-,-
345,비금융회사,(주)이에셋레저개발,동일인측,등기된 임원,등기된 임원,-,-,-,-,-,-,-
346,비금융회사,(주)이에셋레저개발,동일인측,자기주식,자기주식,-,-,-,-,-,-,-
347,비금융회사,(주)이에셋레저개발,동일인측,계열회사 (국내+해외),계열회사 (국내+해외),(주)이랜드건설,200,100.00%,-,-,200,100.00%
348,비금융회사,(주)이에셋레저개발,동일인측,기타 동일인관련자,기타 동일인관련자,-,-,-,-,-,-,-
349,비금융회사,(주)이에셋레저개발,동일인측,동일인측 합계,동일인측 합계,-,200,100.00%,-,-,200,100.00%
350,비금융회사,(주)이에셋레저개발,기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,-,-,-,-,-,-,-
351,비금융회사,(주)이에셋레저개발,기타주주,기타,기타,-,-,-,-,-,-,-
352,비금융회사,(주)이에셋레저개발,총계,총계,총계,-,200,100.00%,-,-,200,100.00%
353,비금융회사,(주)이랜드인재원,동일인측,동일인,동일인,-,-,-,-,-,-,-
354,비금융회사,(주)이랜드인재원,동일인측,친족,배우자/혈족1촌,-,-,-,-,-,-,-
355,비금융회사,(주)이랜드인재원,동일인측,친족,혈족2~4촌,-,-,-,-,-,-,-
356,비금융회사,(주)이랜드인재원,동일인측,친족,혈족5~6촌,-,-,-,-,-,-,-
357,비금융회사,(주)이랜드인재원,동일인측,친족,인척 4촌 이내,-,-,-,-,-,-,-
358,비금융회사,(주)이랜드인재원,동일인측,친족합계,친족합계,-,-,-,-,-,-,-
359,비금융회사,(주)이랜드인재원,동일인측,비영리법인,비영리법인,-,-,-,-,-,-,-
360,비금융회사,(주)이랜드인재원,동일인측,등기된 임원,등기된 임원,-,-,-,-,-,-,-
361,비금융회사,(주)이랜드인재원,동일인측,자기주식,자기주식,-,-,-,-,-,-,-
362,비금융회사,(주)이랜드인재원,동일인측,계열회사 (국내+해외),계열회사 (국내+해외),(주)이랜드월드,100000,100.00%,-,-,100000,100.00%
363,비금융회사,(주)이랜드인재원,동일인측,기타 동일인관련자,기타 동일인관련자,-,-,-,-,-,-,-
364,비금융회사,(주)이랜드인재원,동일인측,동일인측 합계,동일인측 합계,-,100000,100.00%,-,-,100000,100.00%
365,비금융회사,(주)이랜드인재원,기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,-,-,-,-,-,-,-
366,비금융회사,(주)이랜드인재원,기타주주,기타,기타,-,-,-,-,-,-,-
367,비금융회사,(주)이랜드인재원,총계,총계,총계,-,100000,100.00%,-,-,100000,100.00%
368,비금융회사,(주)이리츠코크렙기업구조조정부동산투자회사,동일인측,동일인,동일인,-,-,-,-,-,-,-
369,비금융회사,(주)이리츠코크렙기업구조조정부동산투자회사,동일인측,친족,배우자/혈족1촌,-,-,-,-,-,-,-
370,비금융회사,(주)이리츠코크렙기업구조조정부동산투자회사,동일인측,친족,혈족2~4촌,-,-,-,-,-,-,-
371,비금융회사,(주)이리츠코크렙기업구조조정부동산투자회사,동일인측,친족,혈족5~6촌,-,-,-,-,-,-,-
372,비금융회사,(주)이리츠코크렙기업구조조정부동산투자회사,동일인측,친족,인척 4촌 이내,-,-,-,-,-,-,-
373,비금융회사,(주)이리츠코크렙기업구조조정부동산투자회사,동일인측,친족합계,친족합계,-,-,-,-,-,-,-
374,비금융회사,(주)이리츠코크렙기업구조조정부동산투자회사,동일인측,비영리법인,비영리법인,-,-,-,-,-,-,-
375,비금융회사,(주)이리츠코크렙기업구조조정부동산투자회사,동일인측,등기된 임원,등기된 임원,진수경,1541,0.00%,-,-,1541,0.00%
376,비금융회사,(주)이리츠코크렙기업구조조정부동산투자회사,동일인측,등기된 임원,등기된 임원,홍경일,416,0.00%,-,-,416,0.00%
377,비금융회사,(주)이리츠코크렙기업구조조정부동산투자회사,동일인측,자기주식,자기주식,-,-,-,-,-,-,-
378,비금융회사,(주)이리츠코크렙기업구조조정부동산투자회사,동일인측,계열회사 (국내+해외),계열회사 (국내+해외),(주)이랜드리테일,47501547,74.99%,-,-,47501547,74.99%
379,비금융회사,(주)이리츠코크렙기업구조조정부동산투자회사,동일인측,기타 동일인관련자,기타 동일인관련자,김일규 외 8,181760,0.29%,-,-,181760,0.29%
380,비금융회사,(주)이리츠코크렙기업구조조정부동산투자회사,동일인측,동일인측 합계,동일인측 합계,-,47685264,75.28%,-,-,47685264,75.28%
381,비금융회사,(주)이리츠코크렙기업구조조정부동산투자회사,기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,-,-,-,-,-,-,-
382,비금융회사,(주)이리츠코크렙기업구조조정부동산투자회사,기타주주,기타,기타,-,15656326,24.72%,-,-,15656326,24.72%
383,비금융회사,(주)이리츠코크렙기업구조조정부동산투자회사,총계,총계,총계,-,63341590,100.00%,-,-,63341590,100.00%
384,비금융회사,(주)케이비와이즈스타제6호위탁관리부동산투자회사,동일인측,동일인,동일인,-,-,-,-,-,-,-
385,비금융회사,(주)케이비와이즈스타제6호위탁관리부동산투자회사,동일인측,친족,배우자/혈족1촌,-,-,-,-,-,-,-
386,비금융회사,(주)케이비와이즈스타제6호위탁관리부동산투자회사,동일인측,친족,혈족2~4촌,-,-,-,-,-,-,-
387,비금융회사,(주)케이비와이즈스타제6호위탁관리부동산투자회사,동일인측,친족,혈족5~6촌,-,-,-,-,-,-,-
388,비금융회사,(주)케이비와이즈스타제6호위탁관리부동산투자회사,동일인측,친족,인척 4촌 이내,-,-,-,-,-,-,-
389,비금융회사,(주)케이비와이즈스타제6호위탁관리부동산투자회사,동일인측,친족합계,친족합계,-,-,-,-,-,-,-
390,비금융회사,(주)케이비와이즈스타제6호위탁관리부동산투자회사,동일인측,비영리법인,비영리법인,-,-,-,-,-,-,-
391,비금융회사,(주)케이비와이즈스타제6호위탁관리부동산투자회사,동일인측,등기된 임원,등기된 임원,-,-,-,-,-,-,-
392,비금융회사,(주)케이비와이즈스타제6호위탁관리부동산투자회사,동일인측,자기주식,자기주식,-,-,-,-,-,-,-
393,비금융회사,(주)케이비와이즈스타제6호위탁관리부동산투자회사,동일인측,계열회사 (국내+해외),계열회사 (국내+해외),(주)이리츠코크렙기업구조조정부동산투자회사,1291123,100.00%,-,-,1291123,100.00%
394,비금융회사,(주)케이비와이즈스타제6호위탁관리부동산투자회사,동일인측,기타 동일인관련자,기타 동일인관련자,-,-,-,-,-,-,-
395,비금융회사,(주)케이비와이즈스타제6호위탁관리부동산투자회사,동일인측,동일인측 합계,동일인측 합계,-,1291123,100.00%,-,-,1291123,100.00%
396,비금융회사,(주)케이비와이즈스타제6호위탁관리부동산투자회사,기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,-,-,-,-,-,-,-
397,비금융회사,(주)케이비와이즈스타제6호위탁관리부동산투자회사,기타주주,기타,기타,-,-,-,-,-,-,-
398,비금융회사,(주)케이비와이즈스타제6호위탁관리부동산투자회사,총계,총계,총계,-,1291123,100.00%,-,-,1291123,100.00%
399,금융회사,(주)리드,동일인측,동일인,동일인,-,-,-,-,-,-,-
400,금융회사,(주)리드,동일인측,친족,배우자/혈족1촌,-,-,-,-,-,-,-
401,금융회사,(주)리드,동일인측,친족,혈족2~4촌,-,-,-,-,-,-,-
402,금융회사,(주)리드,동일인측,친족,혈족5~6촌,-,-,-,-,-,-,-
403,금융회사,(주)리드,동일인측,친족,인척 4촌 이내,-,-,-,-,-,-,-
404,금융회사,(주)리드,동일인측,친족합계,친족합계,-,-,-,-,-,-,-
405,금융회사,(주)리드,동일인측,비영리법인,비영리법인,-,-,-,-,-,-,-
406,금융회사,(주)리드,동일인측,등기된 임원,등기된 임원,-,-,-,-,-,-,-
407,금융회사,(주)리드,동일인측,자기주식,자기주식,-,-,-,-,-,-,-
408,금융회사,(주)리드,동일인측,계열회사 (국내+해외),계열회사 (국내+해외),(주)이랜드월드,51250,100.00%,-,-,51250,100.00%
409,금융회사,(주)리드,동일인측,기타 동일인관련자,기타 동일인관련자,-,-,-,-,-,-,-
410,금융회사,(주)리드,동일인측,동일인측 합계,동일인측 합계,-,51250,100.00%,-,-,51250,100.00%
411,금융회사,(주)리드,기타주주,동일인측이 아닌 최다주주,동일인측이 아닌 최다주주,-,-,-,-,-,-,-
412,금융회사,(주)리드,기타주주,기타,기타,-,-,-,-,-,-,-
413,금융회사,(주)리드,총계,총계,총계,-,51250,100.00%,-,-,51250,100.00%
